vocation,gender
kloakrensare,unknown
klockare,unknown
klockgjutare,unknown
klondyke-baron,male
klondykebaron,male
kloratfabriksarbetare,unknown
klorberedare,unknown
klorerare,unknown
klorkompressorskötare,unknown
kloroperatör,unknown
klortappare,unknown
klosettförestånderska,female
klosettinnehaverska,female
klosterbroder,male
klosterförestånderska,female
klosterfru,female
kloster-grefvinna,female
klostergrefvinna,female
klosterjungfru,female
klosterman,male
klostermodren,female
klosternunna,female
klostertjenare,unknown
klubbdirektör,unknown
klubbkonsulent,unknown
klubbman,male
klubbmästare,unknown
klubbvärd,unknown
kludd,unknown
kluniacenserbroder,male
klynne-pojke,male
klyvmatare,unknown
klyvsagare,unknown
knäckebrödsfabriksarbetare,unknown
knäckförsäljerska,female
knäckkokare,unknown
knalle,unknown
knape,unknown
knapparbetare,unknown
knapparbeterska,female
knappfabriksarbeterska,female
knappformare,unknown
knapphalssömmerska,female
knappisättare,unknown
knappsömmerska,female
knappslagare,unknown
knapptillverkerska,female
knapptryckare,unknown
knekthöfding,unknown
knekt,male
knifkastare,male
knippare,unknown
knivavsynare,unknown
knivfabriksarbetare,unknown
knivfabriksförman,unknown
knivombytare,unknown
knivpostare,unknown
knivskaftare,unknown
knivslipare,unknown
knodd,unknown
knubblastare,unknown
knubbvagnare,unknown
knypplare,unknown
knypplerska,female
knytare,unknown
knytningsförman,unknown
kockarbeterska,female
kocka,unknown
kockbiträde,unknown
kockförman,unknown
kockspojke,male
kocksteward,unknown
kock,unknown
kodifierare,unknown
koercimetermontör,unknown
kofferdist,unknown
koflerdimatros,unknown
koherde,male
kokarebas,unknown
kokerska,female
kokföreståndare,unknown
kokflislossare,unknown
kokfru,female
kokillgjutare,unknown
kokillisättare,unknown
kokillmakare,unknown
kokillputsare,unknown
kokillresare,unknown
kokillsynare,unknown
kokmästare,unknown
kokott,female
koksbrännare,unknown
koksförman,unknown
kokskontrollant,unknown
koksmalare,unknown
kokssorteringsverksskötare,unknown
koksverksarbetare,unknown
kolakokare,unknown
kolaregubbe,male
kolare,unknown
kolarmästare,unknown
koldragare,unknown
koldräng,male
kolförman,unknown
kolfatare,unknown
kolgardsarbetare,unknown
kolgardsförman,unknown
kolgruvarbetare,unknown
kolkrossare,unknown
kolkrossförman,unknown
kollämpare,unknown
kollega,unknown
kollektör,unknown
kollektivanställd,unknown
kollergangsskötare,unknown
kollrare,unknown
koloniassistent,unknown
kolonnskötare,unknown
kolorist,unknown
kolportör,unknown
kolrisslare,unknown
kolspetsfabriksarbeterska,female
kolstigstillverkare,unknown
kolsyrefabriksarbetare,unknown
koltorkare,unknown
kolumnist,unknown
kolvagnare,unknown
kolvblasare,unknown
kolvedshuggare,unknown
kombinationskontorist,unknown
kombinatoriker,male
komissarie,male
komissionär,unknown
kommendant,unknown
kommendörkaptenska,female
Kommendörkaptenska,female
kommentator,unknown
kommerce-rådinna,female
kommercerådinna,female
kommerserådinna,female
kommerseråd,unknown
kommersrådinna,female
kommersrad,unknown
komministerfru,female
komministersfru,female
komminister,unknown
kommisionär,unknown
kommissarie,unknown
kommissionärska,female
kommissionärsredovisare,unknown
kommissionär,unknown
kommissionsbyråinnehaverska,female
kommissionshandlerska,female
kommissionskontorsinnehaverska,female
kommissionslandtmätare,unknown
kommitterad,unknown
kommunalarbetare,unknown
kommunalassistent,unknown
kommunalborgmästare,unknown
kommunaldirektor,unknown
kommunalfullmäktige,unknown
kommunalingenjör,unknown
kommunalkamrer,unknown
kommunalkassor,unknown
kommunalman,male
kommunalnämdsledamot,unknown
kommunalnämndsordförande,unknown
kommunalordförande,unknown
kommunalpamp,unknown
kommunalrad,unknown
kommunalråd,unknown
kommunalsekreterare,unknown
kommunassistent,unknown
kommunfullmäktig,unknown
kommunikatör,unknown
kommunikationsradioinstruktur,unknown
kommunikationsradiotekniker,unknown
kommunrevisor,unknown
kommunsekreterare,unknown
kommunstyrelseordförande,unknown
kompanidirektör,unknown
kompaniombud,unknown
kompanjon,unknown
kompars,unknown
kompassmakare,unknown
kompilator,unknown
komplementär,unknown
kompletteringsretuschör,unknown
komposeroperatör,unknown
kompoundtillverkare,unknown
kompressorborrare,unknown
kompressormaskinist,unknown
kompressormontör,unknown
kompressoroperatör,unknown
kompressorskötare,unknown
komptorist,unknown
koncernchef,unknown
kondensatorarbetare,unknown
kondensatorlindare,unknown
kondenseringsbyglare,unknown
kondensmjölkberedare,unknown
konditoriägarinna,female
konditoriarbetare,unknown
konditoriarbeterska,female
konditoribiträde,unknown
konditoriförestånderska,female
konditorifröken,female
konditoriidkerska,female
konditoriinnehaverska,female
konditor,unknown
kondottiär,unknown
konduktör,unknown
konfektarbeterska,female
konfektfabriksarbetare,unknown
konfektfabriksarbeterska,female
konfekthandlerska,female
konfektionär,unknown
konfektionerare,unknown
konfektionsarbetare,unknown
konfektionsassistent,unknown
konfektionsavsynare,unknown
konfektionsindustriledare,unknown
konfektionssömmerska,female
konfektionsskräddare,unknown
konfektionstekniker,unknown
konfektyrarbetare,unknown
konferenciär,unknown
konferencier,unknown
konferenschef,unknown
konferensråd,unknown
konferenstekniker,unknown
konferensvärdinna,female
kongressorganisatör,unknown
kong,male
konjukturanalytiker,unknown
konkurrentredaktör,unknown
konkursförvaltare,unknown
konkursgäldenär,male
konseljpresident,unknown
konserthuschef,unknown
konsertinformator,unknown
konsertmästare,unknown
konservarbetare,unknown
konservarbeterska,female
konservatorass1stent,unknown
konservator,unknown
konservbiträde,unknown
konservfabriksarbetare,unknown
konservfabriksarbeterska,female
konservförestånderska,female
konservkokare,unknown
konservkokerska,female
konservmästare,unknown
konsoloperatör,unknown
konstapel,male
konstdomare,unknown
konstförvandtsfru,female
konstförvandt,unknown
konstförvant,unknown
konstfiberberedare,unknown
konstgödningsindustriarbetare,unknown
konstgjutareciselör,unknown
konstgjutare,unknown
konstglasmästare,unknown
konsthandlare,unknown
konsthandledare,unknown
konsthantverkare,unknown
konsthartsframställare,unknown
konsthistoriker,unknown
konstkritiker,unknown
konstlangerska,female
konstmakare,unknown
konstmålare,unknown
konstmålarinna,female
konstnärinna,female
konstnär,unknown
konstpolerare,unknown
konstruktör,unknown
konstruktionschef,unknown
konstruktionsingenjör,unknown
konstruktionsplanerare,unknown
konstryttare,unknown
konstsmed,unknown
konststenarbetare,unknown
konststengjutare,unknown
konststopperska,female
konstutövare,unknown
konstutställare,unknown
konstväfvarinna,female
konstvärdinna,female
konstvävare,unknown
konstväverska,female
konstvävhandlerska,female
konsulatchef,unknown
konsulatsekreterare,unknown
konsulent,unknown
konsulinna,female
konsulterande,unknown
konsult,unknown
konsul,male
konsumentombudsman,unknown
konsumentsekreterare,unknown
konsumentupplysare,unknown
konsumentvägledare,unknown
kontaktinspektor,unknown
kontaktlinsarbetare,unknown
kontaktman,unknown
kontaktmontör,unknown
kontaktnitare,unknown
kontaktperson,unknown
kontimvalsare,unknown
kontiunefärgare,unknown
kontnärinna,female
kontoförare,unknown
kontokortsgranskare,unknown
kontorist,unknown
kontorsarbeterska,female
kontorsbetjent,unknown
kontorsbiträde,unknown
kontorsbud,unknown
kontorschef,unknown
kontorsdräng,male
kontorselev,unknown
kontorsförestånderska,female
kontorsförsäljare,unknown
kontorsforestandare,unknown
kontorskarl,male
kontorskassör,unknown
kontorsmaskinhopsättare,unknown
kontorsmaskinmontör,unknown
kontorsmaskinsreparatör,unknown
kontorspojke,male
kontorsrationaliseringsman,unknown
kontorsråtta,unknown
kontorssekreterare,unknown
kontorsservicechef,unknown
kontorsskrivare,unknown
kontorsskriverska,female
kontorsslav,unknown
kontorsstädare,unknown
kontorsstäderska,female
kontorstekniker,unknown
kontorstelefonist,unknown
kontorstjänsteman,unknown
kontorstryckerioperatör,unknown
kontorsvaktmästare,unknown
kontorsvärdinna,female
kontorsvaruhandlerska,female
kontraalt,unknown
kontraktör,unknown
kontraktsadjunkt,unknown
kontraktsprost,unknown
kontrollant,unknown
kontrollörska,female
kontrollör,unknown
kontrollassistent,unknown
kontrollavläsare,unknown
kontrollbiträde,unknown
kontrollchef,unknown
kontrolledare,unknown
kontrollförman,unknown
kontrollflygare,unknown
kontrollingenjör,unknown
kontrollmätare,unknown
kontrollpilot,unknown
kontrollräknerska,female
kontrollrumsmaskinist,unknown
kontrollrumsoperatör,unknown
kontrollrumsskötare,unknown
kontrollskriverska,female
kontrolltekniker,unknown
kontrollvagare,unknown
kontursagare,unknown
konungamördare,male
konungatjenare,unknown
konungätjenare,unknown
konungsman,male
konung,male
konversatör,unknown
konverterblasare,unknown
konvertermurare,unknown
konverterskötare,unknown
kooperatör,unknown
koordinator,unknown
kopiererska,female
kopieringsbiträde,unknown
kopieringskontorist,unknown
kopist,unknown
koppargjutare,unknown
kopparskurare,unknown
kopparskurerska,female
kopparslagaregesäll,unknown
kopparslagaremästare,male
kopparslagare,unknown
kopparslageriarbetaren,unknown
kopparslageriarbeterska,female
kopparsmed,unknown
kopparstickare,unknown
koppartradsisolerare,unknown
kopparvalsare,unknown
kopparvarufabriksarbetare,unknown
kopparverksarbetare,unknown
kopplare,unknown
koptolog,unknown
korallhandlerska,female
koreograf,unknown
koreolog,unknown
korgbärerska,female
korgbinderska,female
korgmöbeltillverkare,unknown
korgmakare,unknown
korgmakeriarbeterska,female
korkarbetare,unknown
korkarbeterska,female
korkfabriksarbeterska,female
korkfabriksidkerska,female
korkmakeriarbeterska,female
korkmattpaläggare,unknown
korkpressare,unknown
korkskärerska,female
korksortererska,female
korkstämplerska,female
kormästare,unknown
kornettist,unknown
kornett,unknown
korporaln,male
korporal,male
korrekturavdragare,unknown
korrekturchef,unknown
korrekturläsare,unknown
korrekturläserska,female
korrespondent,unknown
korrosionsingenjör,unknown
korrugerare,unknown
korsångerska,female
korsbandsinslagare,unknown
korsettarbeterska,female
korsettfabriksarbetare,unknown
korsettsömmerska,female
korskopplingsbiträde,unknown
korsrullerska,female
korsrullningsförman,unknown
kortfabrikör,male
kortmålare,unknown
kortreparatör,unknown
kortvaruhandlerska,female
korvarbeterska,female
korvfabriksarbetare,unknown
korvfabriksarbeterska,female
korvförsäljare,unknown
korvförsäljerska,female
korvgubbe,male
korvtillverkerska,female
kosackhöfding,male
kosack,male
kosmetikakonsulent,unknown
kosmetikavaruarbetare,unknown
kosmetolog,unknown
kosmonaut,unknown
kostkonsulent,unknown
kostnadsberäknare,unknown
kostnadsuppföljare,unknown
kostymör,unknown
kostymassistent,unknown
kostymateljéinnehaverska,female
kostymchef,unknown
kostymföreståndare,unknown
kostymförvaltare,unknown
kostymmästare,unknown
kostymskräddare,male
kostymtecknare,unknown
kostymvardare,unknown
kosulinna,female
kotknackare,unknown
kottplockare,unknown
krabbfiskare,unknown
krackanläggningsskötare,unknown
kraftförsörjningschef,unknown
kraftfoderfabriksarbetare,unknown
kraftkonstnär,unknown
kraftledningsbyggare,unknown
kraftlinjearbetare,unknown
kraftmästare,unknown
kraftstationsbiträde,unknown
kraftstationselektriker,unknown
kraftstationsföreståndare,unknown
kraftstationsingenjör,unknown
kraftstationsmaskinist,unknown
kraftstationsmästare,unknown
kraftverksarbetare,unknown
kraftverksdirektör,unknown
kraftverksförman,unknown
kraftverksingenjör,unknown
kraftverksmaskinist,unknown
krögarekäring,female
krögaremadam,female
krögare,unknown
krögarfru,female
krögarkäring,female
krögarkärring,female
krögarmadam,female
krögerska,female
kråkfru,female
kråkvinkelsgrefve,male
krämare,unknown
kramhandlaren,unknown
kramhandlerska,female
kranbilschaufför,unknown
kranförare,unknown
kranförman,unknown
krönikör,unknown
kraninspektör,unknown
krankopplare,unknown
kranlängare,unknown
kranmaskinist,unknown
kranmästare,unknown
kranmontör,unknown
kranreparatör,unknown
kransbindare,unknown
kransignalist,unknown
kranskötare,unknown
kranverkmästare,unknown
kravattsömmerska,female
kravtjänsteman,unknown
kreatör,unknown
kreatursdräng,male
kreaturshandlare,unknown
kreaturshandlerska,female
kreatursskötare,unknown
kreatursuppfödare,unknown
kredensarinna,female
kreditbedömmare,unknown
kreditberedare,unknown
kreditchef,unknown
kredithandläggare,unknown
kreditkonsult,unknown
kreditkortsgranskare,unknown
kreditman,unknown
kredittjänsteman,unknown
kreditutredare,unknown
krematorieassistent,unknown
krematoriebiträde,unknown
krematorieförestandare,unknown
krematorievaktmästare,unknown
kreosotfabriksarbetare,unknown
kretschef,unknown
kretsföreståndare,unknown
kretsinstruktör,unknown
kretskortsmontör,unknown
kretskortsoperatör,unknown
kretskortsprovare,unknown
kretskortsreparatör,unknown
krigaren,unknown
krigarinna,female
krigsarkivarie,unknown
krigsbefäl,male
krigsbroder,male
krigsbyggmästare,male
krigs-domare,unknown
krigsdomare,unknown
krigsfinansiär,unknown
krigshöfding,unknown
krigshöfvidsman,male
krigshöfvitsman,male
krigsherre,male
krigsjustitiarie,unknown
krigs-kommissarie,male
krigskommissarie,male
krigskorresspondent,unknown
krigsman,male
krigsminister,unknown
krigspresident,male
krigsrådet,unknown
kriminalassistent,unknown
kriminalöverkonstapel,unknown
kriminalinspektör,unknown
kriminalist,unknown
kriminalkommissarie,male
kriminalkonstapel,unknown
kriminalpolisintendent,unknown
kriminalpsykolog,unknown
kriminaltekniker,unknown
kriminalvärdare,unknown
kriminalvårdsassistent,unknown
kriminalvardsdirektör,unknown
kriminalvårdsinspektör,unknown
kriminalvårdstjänsteman,unknown
kriminolog,unknown
kristallbindare,unknown
kristalliserare,unknown
kristendomslärare,unknown
kritbruksarbetare,unknown
kritiker,unknown
kritpenntillverkare,unknown
krogdräng,male
krogförestånderska,female
kroginnehaverska,female
krogkäring,female
krogkypare,male
krogpiga,female
kroguppasserska,female
krogvärdinna,female
krokbindare,unknown
krokrätare,unknown
kroktillverkare,unknown
kromarbetare,unknown
kromerare,unknown
kromförnicklare,unknown
kromolitograf,unknown
kromslipare,unknown
kronjurist,unknown
kronoarbetskarl,male
kronoassistent,unknown
kronobagare,unknown
kronobefallningsman,male
kronobonde,unknown
kronodirektör,unknown
kronodräng,male
kronofogdeassistent,unknown
kronofogdesekreterare,unknown
kronofogde,unknown
kronojägare,unknown
kronokamrerassistent,unknown
kronokamrer,unknown
kronokommissarie,unknown
kronolänsman,male
kronomatros,unknown
krono-ombud,unknown
kronoskatte-bonde,unknown
kronouppbördskomissarie,unknown
kron-prinsessa,female
kronprinsessa,female
kronprinssen,male
kron-prins,male
kronprins,male
kroppsarbetare,male
kroppsarbeterska,female
krosskötare,unknown
krossmaskinist,unknown
krossmaskinskötare,unknown
krossmatare,unknown
krukmakare,unknown
krukmakeriarbetare,unknown
krukomakarelärling,unknown
krukomakare,unknown
krutarbetare,unknown
krutpressare,unknown
krutskärare,unknown
kruttvättare,unknown
kryddarbetare,unknown
kryddboddräng,male
kryddbodpojke,male
kryddhandlerska,female
kryddkramhandlare,unknown
krymfilmare,unknown
krympare,unknown
krypskytten,unknown
kryptolog,unknown
kubbiläggare,unknown
kubbskötare,unknown
kubist,unknown
kuffärgare,unknown
kuggfräsare,unknown
kugghyvlare,unknown
kuggskärare,unknown
kuggskarvare,unknown
kuggslipare,unknown
kulfabriksarbetare,unknown
kulkvarnskötare,unknown
kullageravsynare,unknown
kullagermontör,unknown
kullagersköljare,unknown
kullagersvarvare,unknown
kulsinterarbetare,unknown
kulturarbetare,unknown
kulturassistent,unknown
kulturattachÃ©,unknown
kulturattaché,unknown
kulturchef,unknown
kulturintendent,unknown
kulturknutte,unknown
kulturrådsledamot,unknown
kultursekreterare,unknown
kundkonsulent,unknown
kundkontaktman,unknown
kundmottagare,unknown
kundserviceman,unknown
kundsystemman,unknown
kundtjänstbiträde,unknown
kundtjänsteman,unknown
kundvagnskötare,unknown
kundverkmästare,unknown
kung,male
kupemästare,unknown
kuplettsångerska,female
kupolugnskötare,unknown
kupongmottagare,unknown
kuratorsekreterare,unknown
kurator,unknown
kurfursten,male
kurir,unknown
kursadministratör,unknown
kurschef,unknown
kursförestandare,unknown
kursledare,unknown
kursredaktör,unknown
kursvärdinna,female
kurtisan,unknown
kurvmätare,unknown
kusk,male
kustöveruppsyningsman,unknown
kustbevakare,unknown
kustbevakningschef,unknown
kustbevakningsinspektör,unknown
kustdistriktschef,unknown
kusttullassistent,unknown
kusttullmästare,unknown
kustuppsyningsman,unknown
kustvakt,unknown
kuvertarbeterska,female
kuvertavsynare,unknown
kuverterare,unknown
kuvertmaskinskötare,unknown
kuverttryckare,unknown
kvalitetschef,unknown
kvalitetsingenjör,unknown
kvalitetsinstruktör,unknown
kvalitetskontrollant,unknown
kvalitetsstyrare,unknown
kvalitetstekniker,unknown
kvalitetsuppföljare,unknown
kvällsvärdinna,female
kvantometeroperatör,unknown
kvarnägare,unknown
kvarnarbetare,unknown
kvarnarbetskarl,male
kvarnchef,unknown
kvarndräng,male
kvarnförestandare,unknown
kvarnförman,unknown
kvarnmaskinskötare,unknown
kvarnmästare,unknown
kvarnskötare,unknown
kvartermästare,unknown
kvartsblandare,unknown
kvartsbrytare,unknown
kvartsmalare,unknown
kvasiskald,unknown
kvastbindare,unknown
kvastbinderska,female
kvinnotidskriftsredaktör,unknown
kvistmaskinskötare,unknown
kvistmassaberedare,unknown
kycklinguppfödare,unknown
kylarmontör,unknown
kylhusarbetare,unknown
kylmaskinist,unknown
kylmontör,unknown
kylskapsarbetare,unknown
kylskapsavsynare,unknown
kylskåpsmontör,unknown
kylskapsreparatör,unknown
kyltekniker,unknown
kyparedräng,male
kyparegosse,male
kypare,unknown
kyparn,male
kyparpojke,male
kyrassiär,male
kyrassier,male
kyrkdräng,male
kyrkherr,male
kyrkoadjunkt,unknown
kyrkobokförare,unknown
kyrkofader,male
kyrkogårdsarbetare,unknown
kyrkogårdsarbeterska,female
kyrkogårdsdräng,male
kyrkogardsförestandare,unknown
kyrkogardsförman,unknown
kyrkogårdsinspektör,unknown
kyrkogardsmästare,unknown
kyrkogardstekniker,unknown
kyrkogardsvaktmästare,unknown
kyrkoherdefru,female
kyrkoherden-ordförande,unknown
kyrkoherde,male
kyrkokamrer,unknown
kyrkokantor,unknown
kyrkokassör,unknown
kyrkoradsledamot,unknown
kyrkoringare,unknown
kyrkosangare,unknown
kyrkoskrivare,unknown
kyrkotjänare,unknown
kyrkotjenare,unknown
kyrkovaktmästare,unknown
kyrkovärd,unknown
kyrkvaktare,unknown
kyrkvaktarn,unknown
kyrkvärdsgubbe,male
kyrkvärd,unknown
laborant,unknown
laboratoriearbetare,unknown
laboratoriearbeterska,female
laboratorieassistent,unknown
laboratoriebiträde,unknown
laboratoriechef,unknown
laboratoriediskare,unknown
laboratoriedräng,male
laboratorieförestandare,unknown
laboratorieförman,unknown
laboratoriehyrerska,female
laboratorieingenjör,unknown
laboratoriemejerist,unknown
laboratoriepraktikant,unknown
laboratoriestäderska,female
laboratorietekniker,unknown
laboratorievaktmästare,unknown
laborator,unknown
laboratris,unknown
lackbrännare,unknown
lackdestillatör,unknown
lackerareförman,unknown
lackerare,unknown
lackererska,female
lackeringsverkmästare,unknown
lackfabriksarbetare,unknown
lackkokare,unknown
lackmästare,unknown
lackridaskötare,unknown
lacktekniker,unknown
lacktillverkare,unknown
ladavsynare,unknown
ladbrevbärare,unknown
läderarbetare,unknown
läderavsynare,unknown
läderfärgare,unknown
läderhandlerska,female
lädermakare,unknown
läderplastikarbetare,unknown
lädersömmare,unknown
löderska,female
lädertillskärare,unknown
lädervaruarbetare,unknown
lädervaruavsynare,unknown
ladfabriksarbetare,unknown
ladlimmare,unknown
ladsnickare,unknown
ladspikare,unknown
ladufogde,unknown
ladugardsarbetare,unknown
ladugårdsdräng,male
ladugardsförestandare,unknown
ladugardsförman,unknown
ladugårdsidkerska,female
ladugårdskarl,male
ladugårdslandspolis,unknown
ladugårdspiga,female
ladugardsrättare,unknown
ladugardsskötare,unknown
ladugårdssköterska,female
ladurullare,unknown
löfjerska,female
lafstatsarbetaren,unknown
lagårdspiga,female
lagöversättare,unknown
lagbyrachef,unknown
lägenhetsägarinna,female
lägenhetsreparatör,unknown
lageradministratör,unknown
lagerarbetare,unknown
lagerarbeterska,female
lagerarbetskarl,male
lagerassistent,unknown
lagerbiträde,unknown
lagerbokförare,unknown
lagerbokhållare,unknown
lagerchef,unknown
lagerdräng,male
lagerexpeditör,unknown
lagerexpedit,unknown
lagerförestandare,unknown
lägerförestandare,unknown
lagerförestånderska,female
lagerförman,unknown
lagerförvaltare,unknown
lagergjutare,unknown
lagerinstruktör,unknown
lagerkällararbetare,unknown
lagerkarl,male
lagerkontorist,unknown
lagerkontrollant,unknown
lagerkortförare,unknown
lagerman,unknown
lagermästare,unknown
lagermontör,unknown
lagerplanerare,unknown
lagersömmerska,female
lagerska,female
lagertekniker,unknown
lagerutvägare,unknown
laggarbetare,unknown
läggerska,female
lagkarl,male
lagläsare,unknown
lagmansfru,female
lagmanska,female
lagman,male
lagningssömmerska,female
lagsalsförestandare,unknown
lagstadielärare,unknown
lågstadielärare,unknown
lagvrängare,unknown
löjtnantsdräng,male
löjtnantsfru,female
löjtnantspojke,male
löjtuant,male
läkarmottagningsbiträde,unknown
läkarsekreterare,unknown
lakej,male
läkemedelsavsynare,unknown
läkemedelsfabriksarbetare,unknown
läkemedelsinformatör,unknown
läkemedelsinspektör,unknown
läkemedelskonsulent,unknown
läkepedagoger,unknown
läkepedagog,unknown
lökodlare,unknown
lakritsarbetare,unknown
lama,unknown
lamellarbetare,unknown
lamellsagare,unknown
laminatarbetare,unknown
laminatpressare,unknown
laminerare,unknown
lamparbeterska,female
lämpare,unknown
lampboddräng,male
lampfabriksarbetare,unknown
lampfabriksarbeterska,female
lampfabriksarbetskarl,male
lamphandlerska,female
lampist,unknown
lampskärmssömmerska,female
lampskötare,unknown
lampsynare,unknown
lancashirearbetare,unknown
lancashiresmed,unknown
landhöfding,unknown
landmaskinbefäl,unknown
landmaskinist,unknown
landsantikvarie,unknown
landsarkivarie,unknown
landsbibliotekarie,unknown
landscanzlist,unknown
landsdomare,unknown
landsfader,male
landsfiskalassistent,unknown
landsfiskal,unknown
landsfogdeassistent,unknown
landsfogde,unknown
landshöfdingska,female
landshöfding,male
landshövding,unknown
landsherrinna,female
landskamrer,unknown
landskanslist,unknown
landsköpman,unknown
landskapsarkitekt,unknown
landskapsmålare,unknown
landsknekt,male
landskronaköpman,male
landsmodren,female
landsorts-modist,unknown
landsortspojke,male
landssekreterare,unknown
landsskomakare,unknown
landstingsassistent,unknown
landstingsdirektör,unknown
landstingskamrer,unknown
landstingsledamot,unknown
landstingsrad,unknown
landstingsråd,unknown
landstingsrevisor,unknown
landstrykerska,female
landsvägsriddare,unknown
landtbrukare,unknown
landtbrukselev,unknown
landtbruksingeniör,unknown
landtbruksinspektor,unknown
landtbruksrådinna,female
landtgrefve,male
landtgrefvinna,female
landthandlare,unknown
landtkomminister,unknown
landtkvinna,female
landt-marskalk,male
landtmarskalk,male
landtmäteridirektör,unknown
landtpastorska,female
landzhöfding,unknown
löneadministratör,unknown
lönearbetare,unknown
löneassistent,unknown
lånebiblioteksinnehaverska,female
lånebiblioteksrörelseidkerska,female
lönechef,unknown
lånechef,unknown
lönedirektör,unknown
lånehandläggare,unknown
laneingenjör,unknown
löneingenjör,unknown
lönekamrer,unknown
lönekanslist,unknown
lånekasseinnehavare,unknown
lönekontorist,unknown
låneombud,unknown
lönesekreterare,unknown
löneslav,unknown
lönetekniker,unknown
lånetekniker,unknown
langare,unknown
längdsättare,unknown
langetterare,unknown
långfarare,unknown
långifverska,female
längmansfru,female
långrefve,male
långtradarchaufför,unknown
lönkrögerska,female
länktekniker,unknown
länkvakt,unknown
lönnlöv,unknown
länsaklagare,unknown
länsantikvarie,unknown
länsarbetsdirektör,unknown
lansare,unknown
länsarkitekt,unknown
länsassessor,unknown
länsassistent,unknown
länsöverdirektör,unknown
länsbibliotekarie,unknown
länsbostadsdirektör,unknown
länsfiskmästare,unknown
länshälsovardskonsulent,unknown
länshemslöjdskonsulent,unknown
länsherre,male
lansiär,unknown
länsingenjör,unknown
länsjägmästare,unknown
länsjaktvårdare,unknown
länsjaktvardskonsulent,unknown
länsläkare,unknown
länslantmästare,unknown
länslantmätare,unknown
länsmansfru,female
länsman,male
länsmejerist,unknown
länsnotarie,unknown
länspolischef,unknown
länsråd,unknown
länsrättsnotarie,unknown
länsrevisor,unknown
länsskogsbrandsinspektör,unknown
länsskogvaktare,unknown
länsskolinspektör,unknown
länsträdgardsmästare,unknown
länstrafikkonsulent,unknown
löntagare,unknown
löntagerska,female
lantarbetare,unknown
lantbrevbärare,unknown
lantbrukare,unknown
lantbruksarbetare,unknown
lantbruksassistent,unknown
lantbruksbefäl,unknown
lantbruksbiträde,unknown
lantbruksdirektör,unknown
lantbrukselev,unknown
lantbruksförman,unknown
lantbruksförvaltare,unknown
lantbruksingenjör,unknown
lantbruksinspektör,unknown
lantbruksinspektor,unknown
lantbruksinstruktör,unknown
lantbrukskamrer,unknown
lantbrukskassör,unknown
lantbrukskonsulent,unknown
lantbrukskooperatör,unknown
lantbrukslärare,unknown
lantbruksmaskinmontör,unknown
lantbruksmaskinreparatör,unknown
lantbruksrådgivare,unknown
lantbruksrättare,unknown
lantbruksreformator,unknown
lantgreve,unknown
lanthandlare,unknown
lanthandlerska,female
lanthushållare,unknown
lanthushallslärare,unknown
lantmannaskollärare,unknown
lantman,unknown
lantmarskalk,male
lantmästare,unknown
lantmätarebiträde,unknown
lantmätare,unknown
lantmäteritekniker,unknown
löparen,unknown
läppare,unknown
lappdräng,male
lapperska,female
lappförsäljare,unknown
lappflicka,female
lappfogde,unknown
lapplisa,unknown
lappskräddare,male
lappslöjdare,unknown
lapptillsyningsman,unknown
lärarassistent,unknown
lärare,unknown
lärarinna,female
lärarkandidat,unknown
lärftkramhandlerska,female
lärftskrämarfru,female
lärgesäll,male
lärgosse,male
lärjunge,unknown
lärling,unknown
lärmästare,unknown
larmchef,unknown
larminstallatör,unknown
larmoperatör,unknown
larmtelefonist,unknown
läroboksdistributör,unknown
läroboksförfattare,unknown
läroboksutgivare,unknown
lärofader,male
läromästare,unknown
läromästarinna,female
läromedelsassistent,unknown
läromedelsintendent,unknown
läromedelskonsulent,unknown
läromedelstekniker,unknown
läroverksadjunkt,unknown
läroverkskonsulent,unknown
läroverkslärare,unknown
lärpojke,male
lasarbetare,unknown
läsarkäring,female
lasavsynare,unknown
lösdräng,male
lösdriverska,female
lösgodsfärgare,unknown
läskarl,male
läskedrycksarbeterska,female
läskedrycksavsynare,unknown
läskedrycksberedare,unknown
läskedrycksfabrikör,unknown
läskedryckspatappare,unknown
läsklinikföreståndare,unknown
läslärarinna,female
lasmontör,unknown
låssmed,unknown
lassokastare,unknown
lösstenhuggare,unknown
lastarförman,unknown
lästbärare,unknown
lastbevakare,unknown
lastbilmontör,unknown
lastbilsakare,unknown
lastbilsakeriägare,unknown
lastbilsbiträde,unknown
lastbilscentralförestandare,unknown
lastbilschaufför,unknown
lastbilsförare,unknown
lastbilsmekaniker,unknown
lastbilsreparatör,unknown
lastdräng,male
lästfabriksarbetare,unknown
lastkarl,male
lästmakare,unknown
lastmaskinforare,unknown
lastmaskinskötare,unknown
lästmodellör,unknown
lastningsförman,unknown
lastningsman,unknown
lästplockare,unknown
lastskrivare,unknown
lästutdragare,unknown
lastvagnmontör,unknown
latinist,unknown
latinlärare,male
latmurare,unknown
latrinarbetare,unknown
lättbetonggjutare,unknown
lättbetongmontör,unknown
lättmatros,male
laudaturskandidat,unknown
layoutare,unknown
layoutman,unknown
layouttecknare,unknown
leasingadministratör,unknown
leasingchef,unknown
ledamot,unknown
ledare,unknown
ledarinna,female
ledningsförman,unknown
ledningsmästare,unknown
ledningsmontör,unknown
ledsagare,unknown
ledsagarinna,female
ledsagerska,female
legaten,male
legationsekreterare,unknown
legationsrad,unknown
legations-sekreterare,unknown
